Protein	gene	Indistinguishable.Proteins	Description	ko_id
7647	P12249	976_SemiBin_36_contig_3814093_33		rank: C;basic membrane protein A and related proteins (db=kegg)	K07335
7648	P12250	976_SemiBin_36_contig_3814094_15		rank: C;DNA-binding protein HU-beta (db=kegg)	K03530
7649	P12251	976_SemiBin_36_contig_3814094_23		rank: E	NA
7650	P12256	976_SemiBin_36_contig_3814096_1	976_SemiBin_36_contig_3814098_12	rank: D;Elongation factor Tu GTP binding domain [PF00009.32] (db=pfam)	NA
7651	P12257	976_SemiBin_36_contig_3814098_10	group3_bins.185_contig_6264743_3	rank: C;small subunit ribosomal protein S7 (db=kegg)	K02992
7652	P12259	978_SemiBin_64_contig_4662455_4	MEGAHIT-MetaBAT2-S935.32_contig_4940279_6, MEGAHIT-MetaBAT2-S955.109_contig_2164711_6, MEGAHIT-MetaBAT2-S983.33_contig_5576756_18	rank: D;2-hydroxyglutaryl-CoA dehydratase, D-component [PF06050.18] (db=pfam)	NA
7653	P12260	978_SemiBin_64_contig_4662460_15	MEGAHIT-MetaBAT2-S935.32_contig_4940528_17, MEGAHIT-MetaBAT2-S983.33_contig_5576690_16	rank: C;small subunit ribosomal protein S8 (db=kegg)	K02994
7654	P12261	978_SemiBin_64_contig_4662465_2		rank: C;molecular chaperone GrpE (db=kegg)	K03687
7655	P12263	978_SemiBin_64_contig_4662475_4	MEGAHIT-MetaBAT2-S935.32_contig_4940477_3	rank: C;small subunit ribosomal protein S12 (db=kegg)	K02950
7656	P12264	978_SemiBin_64_contig_4662475_5	MEGAHIT-MetaBAT2-S935.32_contig_4940477_4, group9_bins.360_contig_3961286_6	rank: C;small subunit ribosomal protein S7 (db=kegg)	K02992
7657	P12268	978_SemiBin_64_contig_4662495_4		rank: C;molecular chaperone HtpG (db=kegg)	K04079
7658	P12269	978_SemiBin_64_contig_4662499_11		rank: C;small subunit ribosomal protein S2 (db=kegg)	K02967
7659	P12271	978_SemiBin_64_contig_4662504_19	MEGAHIT-MetaBAT2-S980.38_contig_100528_22	rank: C;large subunit ribosomal protein L7/L12 (db=kegg)	K02935
7660	P12273	978_SemiBin_64_contig_4662508_6		rank: D;Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];Flavin-binding monooxygenase-like [PF00743.24];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11];NAD(P)-binding Rossmann-like domain [PF13450.11];FAD binding domain [PF01494.24];Pyridine nucleotide-disulphide oxidoreductase [PF00070.32];FAD binding domain [PF00890.29];HI0933-like protein Rossmann domain [PF03486.19];FAD dependent oxidoreductase [PF12831.12];Glucose inhibited division protein A [PF01134.27] (db=pfam)	NA
7661	P12276	978_SemiBin_64_contig_4662525_9	MEGAHIT-MetaBAT2-S935.32_contig_4940343_10	rank: D;2-hydroxyglutaryl-CoA dehydratase, D-component [PF06050.18] (db=pfam)	NA
7662	P12279	978_SemiBin_64_contig_4662545_15		rank: C;carbon starvation protein (db=kegg)	K06200
7663	P12280	978_SemiBin_64_contig_4662548_1	MEGAHIT-MetaBAT2-S980.38_contig_100564_11	rank: D;Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.11];Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];NAD(P)-binding Rossmann-like domain [PF13450.11];Thi4 family [PF01946.22];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11];FAD binding domain [PF00890.29];HI0933-like protein Rossmann domain [PF03486.19];Pyridine nucleotide-disulphide oxidoreductase [PF00070.32];4Fe-4S binding domain [PF12837.12];FAD dependent oxidoreductase [PF01266.29];4Fe-4S dicluster domain [PF13247.11];4Fe-4S dicluster domain [PF14697.11];Flavin-binding monooxygenase-like [PF00743.24];FAD binding domain [PF01494.24] (db=pfam)	NA
7664	P12282	978_SemiBin_64_contig_4662553_14		rank: D;S-layer homology domain [PF00395.25] (db=pfam)	NA
7665	P12283	978_SemiBin_64_contig_4662559_8		rank: D;5'-nucleotidase, C-terminal domain [PF02872.23];S-layer homology domain [PF00395.25];Mannosyl-glycoprotein endo-beta-N-acetylglucosaminidase [PF01832.25] (db=pfam)	NA
7666	P12285	978_SemiBin_64_contig_4662566_3		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
7667	P12286	978_SemiBin_64_contig_4662567_3		rank: C;branched-chain amino acid transport system substrate-binding protein (db=kegg)	K01999
7668	P12287	978_SemiBin_64_contig_4662585_3		rank: C;oleate hydratase [EC:4.2.1.53] (db=kegg)	K10254
7669	P12289	978_SemiBin_64_contig_4662593_2		rank: E	NA
7670	P12290	981_SemiBin_196_contig_5051769_31		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
7671	P12291	981_SemiBin_196_contig_5051769_61		rank: C;branched-chain amino acid transport system substrate-binding protein (db=kegg)	K01999
7672	P12293	981_SemiBin_196_contig_5051769_9		rank: C;maltose transport system substrate-binding protein (db=kegg)	K25086
7673	P12295	981_SemiBin_196_contig_5051770_47		rank: C;flagellin (db=kegg)	K02406
7674	P12296	981_SemiBin_196_contig_5051770_48		rank: C;flagellin (db=kegg)	K02406
7675	P12297	981_SemiBin_196_contig_5051770_52		rank: D;PilZ domain [PF07238.19] (db=pfam)	NA
7676	P12301	981_SemiBin_196_contig_5051771_57		rank: C;methyl-accepting chemotaxis protein (db=kegg)	K03406
7677	P12303	981_SemiBin_196_contig_5051772_21		rank: C;rod shape-determining protein MreB and related proteins (db=kegg)	K03569
7678	P12305	981_SemiBin_196_contig_5051772_30		rank: C;fructose-bisphosphate aldolase, class II [EC:4.1.2.13] (db=kegg)	K01624
7679	P12306	981_SemiBin_196_contig_5051773_34		rank: C;flagellin (db=kegg)	K02406
7680	P12309	981_SemiBin_196_contig_5051778_65		rank: D;Binding-protein-dependent transport system inner membrane component [PF00528.27] (db=pfam)	NA
7681	P12310	981_SemiBin_196_contig_5051778_66		rank: D;Binding-protein-dependent transport system inner membrane component [PF00528.27] (db=pfam)	NA
7682	P12311	981_SemiBin_196_contig_5051778_67		rank: C;cellobiose transport system substrate-binding protein (db=kegg)	K10240
7683	P12312	981_SemiBin_196_contig_5051779_29		rank: D;CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase [PF04464.19] (db=pfam)	NA
7684	P12315	981_SemiBin_196_contig_5051779_82		rank: E	NA
7685	P12317	981_SemiBin_196_contig_5051780_2		rank: D;Bacterial extracellular solute-binding protein [PF13416.11];Bacterial extracellular solute-binding protein [PF13343.11] (db=pfam)	NA
7686	P12318	981_SemiBin_196_contig_5051780_9		rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)	K04771
7687	P12320	981_SemiBin_196_contig_5051782_11		rank: C;uncharacterized protein (db=kegg)	K07003
7688	P12321	981_SemiBin_196_contig_5051782_26		rank: C;flagellar M-ring protein FliF (db=kegg)	K02409
7689	P12322	981_SemiBin_196_contig_5051782_44		rank: D;Tetratricopeptide repeat-like domain [PF09976.14] (db=pfam)	NA
7690	P12323	981_SemiBin_196_contig_5051782_46		rank: C;small subunit ribosomal protein S1 (db=kegg)	K02945
7691	P12326	981_SemiBin_196_contig_5051784_16		rank: C;uncharacterized protein (db=kegg)	K07080
7692	P12327	981_SemiBin_196_contig_5051784_43		rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)	K01006
7693	P12328	981_SemiBin_196_contig_5051784_49		rank: E	NA
7694	P12330	981_SemiBin_196_contig_5051787_124		rank: D;Outer membrane-associated lipoprotein TP0453 [PF20740.2] (db=pfam)	NA
7695	P12331	981_SemiBin_196_contig_5051787_18		rank: D;Barrel-sandwich domain of CusB or HlyD membrane-fusion [PF16576.10];HlyD family secretion protein [PF13437.11];Cation efflux system protein CusB domain 1 [PF00529.25];RnfC Barrel sandwich hybrid domain [PF13375.11] (db=pfam)	NA
7696	P12332	981_SemiBin_196_contig_5051787_19		rank: E	NA
7697	P12334	981_SemiBin_196_contig_5051787_41		rank: E	NA
7698	P12337	981_SemiBin_196_contig_5051787_45		rank: D;ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.30];ATPsynthase alpha/beta subunit N-term extension [PF16886.10];ATP synthase alpha/beta family, beta-barrel domain [PF02874.28];C-terminal domain of V and A type ATP synthase [PF22919.1] (db=pfam)	NA
7699	P12338	981_SemiBin_196_contig_5051787_47		rank: C;V/A-type H+/Na+-transporting ATPase subunit E (db=kegg)	K02121
7700	P12340	981_SemiBin_196_contig_5051787_66		rank: C;chemotaxis protein MotA (db=kegg)	K02556
7701	P12343	981_SemiBin_196_contig_5051787_96		rank: E	NA
7702	P12344	981_SemiBin_196_contig_5051787_97		rank: E	NA
7703	P12348	981_SemiBin_196_contig_5051789_130		rank: C;arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein (db=kegg)	K15770
7704	P12351	981_SemiBin_196_contig_5051789_149		rank: C;modulator of FtsH protease HflK (db=kegg)	K04088
7705	P12354	981_SemiBin_196_contig_5051789_58		rank: C;large subunit ribosomal protein L1 (db=kegg)	K02863
7706	P12356	981_SemiBin_196_contig_5051789_61		rank: C;DNA-directed RNA polymerase subunit beta [EC:2.7.7.6] (db=kegg)	K03043
7707	P12358	981_SemiBin_196_contig_5051789_65		rank: D;BspA type Leucine rich repeat region (6 copies) [PF13306.11] (db=pfam)	NA
7708	P12359	981_SemiBin_196_contig_5051789_67		rank: C;elongation factor Tu (db=kegg)	K02358
7709	P12360	981_SemiBin_196_contig_5051789_69		rank: C;large subunit ribosomal protein L3 (db=kegg)	K02906
7710	P12362	981_SemiBin_196_contig_5051789_71		rank: C;large subunit ribosomal protein L23 (db=kegg)	K02892
7711	P12363	981_SemiBin_196_contig_5051789_75		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
7712	P12365	981_SemiBin_196_contig_5051789_79		rank: C;large subunit ribosomal protein L14 (db=kegg)	K02874
7713	P12366	981_SemiBin_196_contig_5051789_83		rank: C;large subunit ribosomal protein L6 (db=kegg)	K02933
7714	P12369	981_SemiBin_196_contig_5051791_31		rank: C;polar amino acid transport system substrate-binding protein (db=kegg)	K02030
7715	P12371	981_SemiBin_196_contig_5051792_25		rank: C;phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32] (db=kegg)	K01596
7716	P12372	981_SemiBin_196_contig_5051792_40		rank: E	NA
7717	P12375	981_SemiBin_196_contig_5051793_5		rank: C;small subunit ribosomal protein S4 (db=kegg)	K02986
7718	P12376	981_SemiBin_196_contig_5051794_54		rank: C;multiple sugar transport system ATP-binding protein [EC:7.5.2.-] (db=kegg)	K10112
7719	P12377	981_SemiBin_196_contig_5051794_6		rank: C;basic membrane protein A and related proteins (db=kegg)	K07335
7720	P12378	981_SemiBin_196_contig_5051795_27		rank: C;methyl-accepting chemotaxis protein (db=kegg)	K03406
7721	P12379	981_SemiBin_196_contig_5051796_16	group3_bins.183_contig_1476013_46	rank: C;V/A-type H+/Na+-transporting ATPase subunit K (db=kegg)	K02124
7722	P12381	981_SemiBin_196_contig_5051799_11		rank: D;Flagellar filament outer layer protein Flaa [PF04620.17] (db=pfam)	NA
7723	P12383	981_SemiBin_196_contig_5051802_10		rank: D;Protein export membrane protein [PF02355.21] (db=pfam)	NA
7724	P12384	981_SemiBin_196_contig_5051802_11		rank: D;Protein export membrane protein [PF02355.21];SecDF, P1 head subdomain [PF22599.1];Protein translocase subunit SecDF, P1 domain, N-terminal [PF21760.2] (db=pfam)	NA
7725	P12391	981_SemiBin_196_contig_5051807_120		rank: D;Flagellar filament outer layer protein Flaa [PF04620.17] (db=pfam)	NA
7726	P12392	981_SemiBin_196_contig_5051807_121		rank: D;Flagellar filament outer layer protein Flaa [PF04620.17] (db=pfam)	NA
7727	P12393	981_SemiBin_196_contig_5051807_55		rank: C;putative tryptophan/tyrosine transport system substrate-binding protein (db=kegg)	K01989
7728	P12396	981_SemiBin_196_contig_5051807_97		rank: D;PPIC-type PPIASE domain [PF00639.26] (db=pfam)	NA
7729	P12397	981_SemiBin_196_contig_5051807_99		rank: C;transcriptional repressor NrdR (db=kegg)	K07738
7730	P12398	981_SemiBin_432_contig_5057909_22		rank: C;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] (db=kegg)	K03737
7731	P12405	981_SemiBin_432_contig_5057911_47		rank: C;molecular chaperone DnaK (db=kegg)	K04043
7732	P12406	981_SemiBin_432_contig_5057911_73		rank: C;succinate dehydrogenase flavoprotein subunit [EC:1.3.5.1] (db=kegg)	K00239
7733	P12409	981_SemiBin_432_contig_5057915_37		rank: C;tellurium resistance protein TerD (db=kegg)	K05795
7734	P12415	981_SemiBin_432_contig_5057919_12		rank: D;S-layer homology domain [PF00395.25] (db=pfam)	NA
7735	P12417	981_SemiBin_432_contig_5057919_4		rank: C;glutamate dehydrogenase (NADP+) [EC:1.4.1.4] (db=kegg)	K00262
7736	P12418	981_SemiBin_432_contig_5057919_9		rank: C;alpha-glucoside PTS system EIICB component [EC:2.7.1.208 2.7.1.-] (db=kegg)	K02750
7737	P12421	981_SemiBin_432_contig_5057920_2		rank: C;triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)	K01803
7738	P12424	981_SemiBin_432_contig_5057920_27		rank: D;Sodium:dicarboxylate symporter family [PF00375.23] (db=pfam)	NA
7739	P12426	981_SemiBin_432_contig_5057920_3		rank: C;phosphoglycerate kinase [EC:2.7.2.3] (db=kegg)	K00927
7740	P12427	981_SemiBin_432_contig_5057920_4		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
7741	P12436	981_SemiBin_432_contig_5057926_12		rank: D;Nickel-dependent hydrogenase [PF00374.24] (db=pfam)	NA
7742	P12437	981_SemiBin_432_contig_5057926_13	MEGAHIT-MetaBAT2-S966.75_contig_3755968_11	rank: C;hydrogenase small subunit [EC:1.12.99.6] (db=kegg)	K06282
7743	P12438	981_SemiBin_432_contig_5057927_32		rank: C;ribose-phosphate pyrophosphokinase [EC:2.7.6.1] (db=kegg)	K00948
7744	P12440	981_SemiBin_432_contig_5057929_13		rank: C;elongation factor G (db=kegg)	K02355
7745	P12441	981_SemiBin_432_contig_5057929_14		rank: C;elongation factor Tu (db=kegg)	K02358
7746	P12445	981_SemiBin_432_contig_5057930_10		rank: C;2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11] (db=kegg)	K00174
7747	P12446	981_SemiBin_432_contig_5057930_19		rank: D;Putative porin [PF16930.10];S-layer homology domain [PF00395.25] (db=pfam)	NA
7748	P12447	981_SemiBin_432_contig_5057930_36		rank: D;Rubrerythrin [PF02915.22];Rubrerythrin, rubredoxin-like domain [PF21349.2] (db=pfam)	NA
7749	P12449	981_SemiBin_432_contig_5057932_25		rank: D;Diguanylate cyclase, GGDEF domain [PF00990.26] (db=pfam)	NA
7750	P12452	981_SemiBin_432_contig_5057934_3		rank: C;6-phosphofructokinase 1 [EC:2.7.1.11] (db=kegg)	K00850
7751	P12453	981_SemiBin_432_contig_5057934_4		rank: C;mannose PTS system EIID component (db=kegg)	K02796
7752	P12454	981_SemiBin_432_contig_5057934_5		rank: C;mannose PTS system EIIC component (db=kegg)	K02795
7753	P12456	981_SemiBin_432_contig_5057936_8		rank: D;Putative porin [PF16930.10] (db=pfam)	NA
7754	P12458	981_SemiBin_432_contig_5057937_2		rank: E	NA
7755	P12459	981_SemiBin_432_contig_5057937_24		rank: C;two-component system, chemotaxis family, chemotaxis protein CheV (db=kegg)	K03415
7756	P12463	981_SemiBin_432_contig_5057938_24		rank: C;flagellin (db=kegg)	K02406
7757	P12464	981_SemiBin_432_contig_5057940_12		rank: C;lactose PTS system EIICB component [EC:2.7.1.207] (db=kegg)	K02788
7758	P12465	981_SemiBin_432_contig_5057940_14		rank: D;S-layer homology domain [PF00395.25] (db=pfam)	NA
7759	P12466	981_SemiBin_432_contig_5057940_9		rank: C;galactose-6-phosphate isomerase [EC:5.3.1.26] (db=kegg)	K01819
7760	P12467	981_SemiBin_432_contig_5057941_5		rank: D;Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B [PF10418.14];Oxidoreductase FAD-binding domain [PF00970.29];Oxidoreductase NAD-binding domain [PF00175.26] (db=pfam)	NA
7761	P12468	981_SemiBin_432_contig_5057942_11		rank: C;small subunit ribosomal protein S8 (db=kegg)	K02994
7762	P12472	981_SemiBin_432_contig_5057942_3		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
7763	P12473	981_SemiBin_432_contig_5057942_9		rank: C;large subunit ribosomal protein L5 (db=kegg)	K02931
7764	P12474	981_SemiBin_432_contig_5057943_15		rank: C;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] (db=kegg)	K01610
7765	P12475	981_SemiBin_432_contig_5057944_10		rank: C;glucose-6-phosphate isomerase [EC:5.3.1.9] (db=kegg)	K01810
7766	P12487	981_SemiBin_432_contig_5057950_25		rank: C;fructose-bisphosphate aldolase, class II [EC:4.1.2.13] (db=kegg)	K01624
7767	P12488	981_SemiBin_432_contig_5057950_4		rank: C;lactate dehydrogenase (NAD+,ferredoxin) subunit LctD [EC:1.1.1.436] (db=kegg)	K26113
7768	P12492	981_SemiBin_432_contig_5057950_52		rank: C;methylmalonyl-CoA decarboxylase subunit alpha [EC:7.2.4.3] (db=kegg)	K01604
7769	P12496	981_SemiBin_432_contig_5057950_73		rank: C;large subunit ribosomal protein L7/L12 (db=kegg)	K02935
7770	P12497	981_SemiBin_432_contig_5057950_74		rank: C;large subunit ribosomal protein L10 (db=kegg)	K02864
7771	P12498	981_SemiBin_432_contig_5057950_75		rank: C;large subunit ribosomal protein L1 (db=kegg)	K02863
7772	P12499	981_SemiBin_432_contig_5057950_86		rank: C;methyl-accepting chemotaxis protein (db=kegg)	K03406
7773	P12502	981_SemiBin_432_contig_5057951_32		rank: C;F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1] (db=kegg)	K02112
7774	P12513	981_SemiBin_432_contig_5057955_4		rank: C;6-phospho-beta-glucosidase [EC:3.2.1.86] (db=kegg)	K01223
7775	P12515	981_SemiBin_432_contig_5057955_48		rank: C;two-component system, chemotaxis family, sensor kinase CheA [EC:2.7.13.3] (db=kegg)	K03407
7776	P12517	981_SemiBin_432_contig_5057955_64		rank: C;flagellar hook protein FlgE (db=kegg)	K02390
7777	P12518	981_SemiBin_432_contig_5057955_8		rank: C;cellobiose PTS system EIIC component (db=kegg)	K02761
7778	P12519	981_SemiBin_432_contig_5057955_98		rank: C;starch synthase [EC:2.4.1.21] (db=kegg)	K00703
7779	P12521	981_SemiBin_432_contig_5057957_28		rank: C;malate dehydrogenase [EC:1.1.1.37] (db=kegg)	K00024
7780	P12526	981_SemiBin_432_contig_5057960_103		rank: C;rubrerythrin (db=kegg)	K19824
7781	P12530	981_SemiBin_432_contig_5057960_39		rank: C;glutamine synthetase [EC:6.3.1.2] (db=kegg)	K01915
7782	P12531	981_SemiBin_432_contig_5057960_54		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
7783	P12534	981_SemiBin_432_contig_5057960_62		rank: C;iron(III) transport system ATP-binding protein [EC:7.2.2.7] (db=kegg)	K02010
7784	P12536	981_SemiBin_432_contig_5057960_82		rank: C;ketol-acid reductoisomerase [EC:1.1.1.86] (db=kegg)	K00053
7785	P12539	983_SemiBin_128_contig_6141500_14		rank: C;large subunit ribosomal protein L29 (db=kegg)	K02904
7786	P12541	983_SemiBin_128_contig_6141551_4		rank: D;Bacterial SH3 domain [PF08239.16] (db=pfam)	NA
7787	P12544	983_SemiBin_128_contig_6141609_7		rank: C;Escherichia/Staphylococcus phage prohead protease (db=kegg)	K06904
7788	P12547	983_SemiBin_128_contig_6141636_1	MEGAHIT-MetaBAT2-S938.161_contig_2666684_4, MEGAHIT-MetaBAT2-S946.13_contig_4239853_3	rank: E	NA
7789	P12549	983_SemiBin_12_contig_3607197_10		rank: D;Conserved carboxylase domain [PF02436.23];HMGL-like [PF00682.24] (db=pfam)	NA
7790	P12550	983_SemiBin_12_contig_3607197_23		rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit C [EC:7.1.1.11 7.2.1.2] (db=kegg)	K03615
7791	P12553	983_SemiBin_12_contig_3607197_28		rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.1.1.11 7.2.1.2] (db=kegg)	K03616
7792	P12562	983_SemiBin_12_contig_3607201_5		rank: D;L-fucose isomerase, C-terminal domain [PF02952.22] (db=pfam)	NA
7793	P12564	983_SemiBin_12_contig_3607203_2		rank: C;glutamate dehydrogenase (NADP+) [EC:1.4.1.4] (db=kegg)	K00262
7794	P12566	983_SemiBin_12_contig_3607205_50		rank: C;methyl-accepting chemotaxis protein (db=kegg)	K03406
7795	P12567	983_SemiBin_12_contig_3607205_52		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
7796	P12569	983_SemiBin_12_contig_3607211_24		rank: C;electron transfer flavoprotein alpha subunit (db=kegg)	K03522
7797	P12570	983_SemiBin_12_contig_3607211_25		rank: C;electron transfer flavoprotein beta subunit (db=kegg)	K03521
7798	P12571	983_SemiBin_12_contig_3607211_26		rank: C;butyryl-CoA dehydrogenase [EC:1.3.8.1] (db=kegg)	K00248
7799	P12574	983_SemiBin_12_contig_3607216_6		rank: C;transaldolase [EC:2.2.1.2] (db=kegg)	K00616
7800	P12577	983_SemiBin_12_contig_3607220_17	986_SemiBin_101_contig_4257452_112, 993_SemiBin_0_contig_4100238_116, MEGAHIT-MetaBAT2-S942.30_contig_4600057_15, MEGAHIT-MetaBAT2-S957.37_contig_3494475_44, MEGAHIT-MetaBAT2-S993.109_contig_3807107_24, group6_bins.304_contig_2563990_22	rank: C;flagellar motor switch protein FliG (db=kegg)	K02410
7801	P12578	983_SemiBin_12_contig_3607220_25		rank: C;flagellar hook protein FlgE (db=kegg)	K02390
7802	P12579	983_SemiBin_12_contig_3607220_63		rank: C;(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [EC:1.17.7.1 1.17.7.3] (db=kegg)	K03526
7803	P12580	983_SemiBin_12_contig_3607224_12		rank: C;large subunit ribosomal protein L22 (db=kegg)	K02890
7804	P12582	983_SemiBin_12_contig_3607224_19		rank: C;large subunit ribosomal protein L5 (db=kegg)	K02931
7805	P12583	983_SemiBin_12_contig_3607224_22		rank: C;large subunit ribosomal protein L6 (db=kegg)	K02933
7806	P12584	983_SemiBin_12_contig_3607224_24		rank: C;small subunit ribosomal protein S5 (db=kegg)	K02988
7807	P12585	983_SemiBin_12_contig_3607224_27		rank: C;preprotein translocase subunit SecY (db=kegg)	K03076
7808	P12587	983_SemiBin_12_contig_3607224_6		rank: C;small subunit ribosomal protein S10 (db=kegg)	K02946
7809	P12588	983_SemiBin_12_contig_3607224_7		rank: C;large subunit ribosomal protein L3 (db=kegg)	K02906
7810	P12590	983_SemiBin_12_contig_3607225_26		rank: E	NA
7811	P12591	983_SemiBin_12_contig_3607225_27		rank: D;Bacterial Ig-like domain (group 2) [PF02368.23] (db=pfam)	NA
