Protein	gene	Indistinguishable.Proteins	Description	ko_id
943	P40025	group4_bins.141_contig_3115394_7		rank: C;branched-chain amino acid transport system substrate-binding protein (db=kegg)	K01999
944	P40032	group4_bins.141_contig_3115399_19	group9_bins.348_contig_6928411_39	rank: C;large subunit ribosomal protein L4 (db=kegg)	K02926
945	P40038	group4_bins.141_contig_3115409_4		rank: C;dipeptidase [EC:3.4.-.-] (db=kegg)	K08659
946	P40069	group4_bins.141_contig_3115462_7		rank: C;DNA-binding protein HU-beta (db=kegg)	K03530
947	P40120	group4_bins.196_contig_1703403_9		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
948	P40164	group4_bins.196_contig_1703523_4		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
949	P40168	group4_bins.196_contig_1703529_2		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
950	P40186	group4_bins.25_contig_1062482_1		rank: C;threonyl-tRNA synthetase [EC:6.1.1.3] (db=kegg)	K01868
951	P40270	group4_bins.25_contig_1062523_15		rank: C;rubrerythrin (db=kegg)	K19824
952	P40288	group4_bins.25_contig_1062532_1		rank: D;Carbohydrate binding domain [PF02018.22] (db=pfam)	NA
953	P40305	group4_bins.25_contig_1062537_5		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
954	P40306	group4_bins.25_contig_1062537_6		rank: D;Domain of unknown function (DUF4957) [PF16318.10];Domain of unknown function (DUF5123) [PF17161.9] (db=pfam)	NA
955	P40313	group4_bins.25_contig_1062542_7		rank: D;Outer membrane protein beta-barrel domain [PF13568.11] (db=pfam)	NA
956	P40361	group4_bins.25_contig_1062582_1		rank: C;asparaginyl-tRNA synthetase [EC:6.1.1.22] (db=kegg)	K01893
957	P40370	group4_bins.25_contig_1062585_23		rank: E	NA
958	P40396	group4_bins.25_contig_1062594_6		rank: C;trigger factor (db=kegg)	K03545
959	P40407	group4_bins.25_contig_1062601_2		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
960	P40421	group4_bins.261_contig_4368614_11		rank: C;UDP-glucose 4-epimerase [EC:5.1.3.2] (db=kegg)	K01784
961	P40445	group4_bins.272_contig_5364593_25		rank: C;NADH oxidase (H2O-forming) [EC:1.6.3.4] (db=kegg)	K22405
962	P40624	group4_bins.47_contig_5578302_4		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
963	P40643	group6_bins.106_contig_5179501_3		rank: D;Glutamate/Leucine/Phenylalanine/Valine dehydrogenase [PF00208.26];Glu/Leu/Phe/Val dehydrogenase, dimerisation domain [PF02812.23] (db=pfam)	NA
964	P40670	group6_bins.106_contig_5179530_46		rank: C;small subunit ribosomal protein S5 (db=kegg)	K02988
965	P40712	group6_bins.106_contig_5179594_9		rank: C;uncharacterized protein (db=kegg)	K09797
966	P40731	group6_bins.106_contig_5179610_20		rank: E	NA
967	P40766	group6_bins.106_contig_5179656_22		rank: D;5'-nucleotidase, C-terminal domain [PF02872.23] (db=pfam)	NA
968	P41024	group6_bins.304_contig_2563992_24		rank: C;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] (db=kegg)	K01610
969	P41130	group7_bins.133_contig_331910_41		rank: C;dTDP-glucose 4,6-dehydratase [EC:4.2.1.46] (db=kegg)	K01710
970	P41168	group7_bins.169_contig_5961611_19		rank: C;SecD/SecF fusion protein (db=kegg)	K12257
971	P41312	group7_bins.231_contig_891240_2		rank: D;TonB dependent receptor-like, beta-barrel [PF00593.29];CarboxypepD_reg-like domain [PF13715.11];TonB-dependent Receptor Plug Domain [PF07715.20];CS1-pili formation C-terminal [PF15976.10];Carboxypeptidase regulatory-like domain [PF13620.11] (db=pfam)	NA
972	P41325	group7_bins.231_contig_891249_1		rank: E	NA
973	P41348	group7_bins.231_contig_891281_1		rank: C;asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] (db=kegg)	K01953
974	P41367	group7_bins.260_contig_5058138_1		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
975	P41417	group7_bins.282_contig_1678188_91		rank: D;F5/8 type C domain [PF00754.30] (db=pfam)	NA
976	P41443	group7_bins.282_contig_1678215_38		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
977	P41450	group7_bins.282_contig_1678219_3		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
978	P41518	group7_bins.369_contig_6534208_3		rank: C;fructose-bisphosphate aldolase, class II [EC:4.1.2.13] (db=kegg)	K01624
979	P41525	group7_bins.369_contig_6534209_8		rank: C;elongation factor Tu (db=kegg)	K02358
980	P41623	group7_bins.370_contig_4873630_1		rank: E	NA
981	P41764	group7_bins.426_contig_3875224_16		rank: C;peptidyl-prolyl cis-trans isomerase D [EC:5.2.1.8] (db=kegg)	K03770
982	P41769	group7_bins.426_contig_3875225_75		rank: C;rubrerythrin (db=kegg)	K19824
983	P41794	group7_bins.83_contig_3134554_101		rank: C;acetyl-CoA synthase [EC:2.3.1.169] (db=kegg)	K14138
984	P41878	group8_bins.18_contig_291461_17		rank: D;Rubrerythrin [PF02915.22];Rubrerythrin, rubredoxin-like domain [PF21349.2] (db=pfam)	NA
985	P41894	group8_bins.18_contig_291476_35		rank: C;elongation factor Tu (db=kegg)	K02358
986	P41897	group8_bins.18_contig_291477_8		rank: C;branched-chain amino acid transport system substrate-binding protein (db=kegg)	K01999
987	P41933	group8_bins.18_contig_291503_3		rank: C;acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17] (db=kegg)	K00821
988	P41937	group8_bins.18_contig_291506_1		rank: D;FGGY family of carbohydrate kinases, N-terminal domain [PF00370.26] (db=pfam)	NA
989	P42148	group9_bins.202_contig_6964748_31		rank: C;small subunit ribosomal protein S5 (db=kegg)	K02988
990	P42236	group9_bins.244_contig_1379187_7		rank: E	NA
991	P42243	group9_bins.244_contig_1379197_2		rank: E	NA
992	P42352	group9_bins.264_contig_5619664_3		rank: C;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-] (db=kegg)	K03737
993	P42386	group9_bins.264_contig_5619682_42		rank: C;transketolase [EC:2.2.1.1] (db=kegg)	K00615
994	P42433	group9_bins.268_contig_3174372_9		rank: C;butyryl-CoA dehydrogenase [EC:1.3.8.1] (db=kegg)	K00248
995	P42456	group9_bins.268_contig_3174464_16		rank: D;Periplasmic binding protein domain [PF13407.11];Periplasmic binding proteins and sugar binding domain of LacI family [PF00532.26] (db=pfam)	NA
996	P42506	group9_bins.348_contig_6928386_3		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
997	P42507	group9_bins.348_contig_6928390_27		rank: C;IMP dehydrogenase [EC:1.1.1.205] (db=kegg)	K00088
998	P42571	group9_bins.40_contig_1381808_22		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
999	P42579	group9_bins.52_contig_6008544_5		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
1000	P42585	group9_bins.52_contig_6008545_4		rank: E	NA
1001	P42598	group9_bins.52_contig_6008584_18		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
