Protein	gene	Indistinguishable.Proteins	Description	ko_id
936	P31903	MEGAHIT-MetaBAT2-S970.191_contig_2451152_6		rank: C;acetate kinase [EC:2.7.2.1] (db=kegg)	K00925
937	P31951	MEGAHIT-MetaBAT2-S970.199_contig_3441814_2		rank: C;maltose transport system substrate-binding protein (db=kegg)	K25086
938	P32084	MEGAHIT-MetaBAT2-S970.241_contig_107743_19		rank: D;CarboxypepD_reg-like domain [PF13715.11] (db=pfam)	NA
939	P32086	MEGAHIT-MetaBAT2-S970.241_contig_107762_6		rank: C;rubrerythrin (db=kegg)	K19824
940	P32113	MEGAHIT-MetaBAT2-S970.51_contig_6451536_1		rank: D;Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];Flavin-binding monooxygenase-like [PF00743.24];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11];NADH:flavin oxidoreductase / NADH oxidase family [PF00724.25];Pyridine nucleotide-disulphide oxidoreductase [PF00070.32];NAD(P)-binding Rossmann-like domain [PF13450.11];FAD binding domain [PF01494.24];FAD dependent oxidoreductase [PF12831.12];FAD binding domain [PF00890.29];HI0933-like protein Rossmann domain [PF03486.19] (db=pfam)	NA
941	P32115	MEGAHIT-MetaBAT2-S970.51_contig_6451559_7		rank: E	NA
942	P32118	MEGAHIT-MetaBAT2-S970.51_contig_6451575_1		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
943	P32122	MEGAHIT-MetaBAT2-S970.51_contig_6451603_2		rank: C;pyruvate, orthophosphate dikinase [EC:2.7.9.1] (db=kegg)	K01006
944	P32125	MEGAHIT-MetaBAT2-S970.51_contig_6451612_1		rank: E	NA
945	P32130	MEGAHIT-MetaBAT2-S970.51_contig_6451639_11		rank: C;carbon starvation protein (db=kegg)	K06200
946	P32133	MEGAHIT-MetaBAT2-S970.51_contig_6451652_3		rank: C;TRAP-type transport system periplasmic protein (db=kegg)	K21395
947	P32135	MEGAHIT-MetaBAT2-S970.51_contig_6451653_2		rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)	K04077
948	P32140	MEGAHIT-MetaBAT2-S970.51_contig_6451694_11		rank: C;5'-nucleotidase / UDP-sugar diphosphatase [EC:3.1.3.5 3.6.1.45] (db=kegg)	K11751
949	P32160	MEGAHIT-MetaBAT2-S971.10_contig_1417421_8		rank: E	NA
950	P32298	MEGAHIT-MetaBAT2-S972.107_contig_6813948_5		rank: D;Domain of unknown function (DUF4428) [PF14471.11] (db=pfam)	NA
951	P32340	MEGAHIT-MetaBAT2-S972.40_contig_3573257_10	MEGAHIT-MetaBAT2-S983.160_contig_1010699_5	rank: C;manganese-dependent inorganic pyrophosphatase [EC:3.6.1.1] (db=kegg)	K15986
952	P32353	MEGAHIT-MetaBAT2-S972.40_contig_3573276_11		rank: C;cysteine desulfurase [EC:2.8.1.7] (db=kegg)	K04487
953	P32384	MEGAHIT-MetaBAT2-S972.40_contig_3573316_7	MEGAHIT-MetaBAT2-S983.160_contig_1010837_8	rank: E	NA
954	P32430	MEGAHIT-MetaBAT2-S972.40_contig_3573396_1		rank: D;Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster [PF14691.11];Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];NAD(P)-binding Rossmann-like domain [PF13450.11];Thi4 family [PF01946.22];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11];Flavin-binding monooxygenase-like [PF00743.24];FAD binding domain [PF01494.24];HI0933-like protein Rossmann domain [PF03486.19];FAD binding domain [PF00890.29];Flavin containing amine oxidoreductase [PF01593.29] (db=pfam)	NA
955	P32443	MEGAHIT-MetaBAT2-S972.40_contig_3573418_1	MEGAHIT-MetaBAT2-S983.160_contig_1010763_1	rank: E	NA
956	P32448	MEGAHIT-MetaBAT2-S972.40_contig_3573420_3		rank: C;ribose-phosphate pyrophosphokinase [EC:2.7.6.1] (db=kegg)	K00948
957	P32490	MEGAHIT-MetaBAT2-S972.40_contig_3573478_2	MEGAHIT-MetaBAT2-S983.160_contig_1010658_11	rank: C;oligopeptide transport system ATP-binding protein (db=kegg)	K10823
958	P32511	MEGAHIT-MetaBAT2-S972.40_contig_3573513_3		rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)	K04771
959	P32567	MEGAHIT-MetaBAT2-S972.76_contig_79443_11		rank: C;elongation factor Tu (db=kegg)	K02358
960	P32619	MEGAHIT-MetaBAT2-S972.76_contig_79661_1		rank: E	NA
961	P32776	MEGAHIT-MetaBAT2-S973.125_contig_3453289_1		rank: D;DNA polymerase family A [PF00476.25] (db=pfam)	NA
962	P32919	MEGAHIT-MetaBAT2-S973.125_contig_3453325_18		rank: C;regulatory protein spx (db=kegg)	K16509
963	P33022	MEGAHIT-MetaBAT2-S973.125_contig_3453356_14		rank: C;osmoprotectant transport system ATP-binding protein [EC:7.6.2.9] (db=kegg)	K05847
964	P33028	MEGAHIT-MetaBAT2-S973.125_contig_3453360_3		rank: E	NA
965	P33064	MEGAHIT-MetaBAT2-S973.125_contig_3453381_8		rank: E	NA
966	P33099	MEGAHIT-MetaBAT2-S973.125_contig_3453383_52		rank: C;small subunit ribosomal protein S7 (db=kegg)	K02992
967	P33105	MEGAHIT-MetaBAT2-S973.125_contig_3453383_9		rank: C;protein deglycase [EC:3.5.1.124] (db=kegg)	K03152
968	P33133	MEGAHIT-MetaBAT2-S973.125_contig_3453389_38		rank: C;large subunit ribosomal protein L21 (db=kegg)	K02888
969	P33288	MEGAHIT-MetaBAT2-S973.204_contig_4943465_36		rank: C;basic membrane protein A and related proteins (db=kegg)	K07335
970	P33324	MEGAHIT-MetaBAT2-S973.219_contig_4980348_22		rank: C;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] (db=kegg)	K00059
971	P33489	MEGAHIT-MetaBAT2-S973.219_contig_4980472_1		rank: C;2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12] (db=kegg)	K15633
972	P33661	MEGAHIT-MetaBAT2-S974.62_contig_6914379_4		rank: C;flagellin (db=kegg)	K02406
973	P33676	MEGAHIT-MetaBAT2-S974.91_contig_4023549_3		rank: C;argininosuccinate synthase [EC:6.3.4.5] (db=kegg)	K01940
974	P33677	MEGAHIT-MetaBAT2-S974.91_contig_4023550_3		rank: C;TRAP-type transport system periplasmic protein (db=kegg)	K21395
975	P33700	MEGAHIT-MetaBAT2-S974.91_contig_4023630_1	MEGAHIT-MetaBAT2-S990.184_contig_3097102_6	rank: C;aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7] (db=kegg)	K02434
976	P33704	MEGAHIT-MetaBAT2-S974.91_contig_4023637_2		rank: C;phosphoglucomutase [EC:5.4.2.2] (db=kegg)	K01835
977	P33859	MEGAHIT-MetaBAT2-S975.132_contig_1872189_4		rank: C;CO dehydrogenase maturation factor (db=kegg)	K07321
978	P33863	MEGAHIT-MetaBAT2-S975.132_contig_1872191_17		rank: C;NADH-quinone oxidoreductase subunit E [EC:7.1.1.2] (db=kegg)	K00334
979	P33876	MEGAHIT-MetaBAT2-S975.132_contig_1872195_8		rank: C;peptide/nickel transport system substrate-binding protein (db=kegg)	K02035
980	P33878	MEGAHIT-MetaBAT2-S975.132_contig_1872197_11		rank: C;glucose-1-phosphate adenylyltransferase [EC:2.7.7.27] (db=kegg)	K00975
981	P33883	MEGAHIT-MetaBAT2-S975.132_contig_1872199_24		rank: C;molecular chaperone HtpG (db=kegg)	K04079
982	P33898	MEGAHIT-MetaBAT2-S975.132_contig_1872200_19		rank: C;glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase [EC:2.1.2.5 6.3.3.2] (db=kegg)	K00603
983	P33915	MEGAHIT-MetaBAT2-S975.132_contig_1872210_28		rank: C;histidine ammonia-lyase [EC:4.3.1.3] (db=kegg)	K01745
984	P33917	MEGAHIT-MetaBAT2-S975.132_contig_1872210_9		rank: D;Aminopeptidase I zinc metalloprotease (M18) [PF02127.20] (db=pfam)	NA
985	P33928	MEGAHIT-MetaBAT2-S975.132_contig_1872217_30		rank: D;Binding-protein-dependent transport system inner membrane component [PF00528.27] (db=pfam)	NA
986	P33967	MEGAHIT-MetaBAT2-S975.132_contig_1872228_52		rank: D;Domain of unknown function (DUF4867) [PF16161.10] (db=pfam)	NA
987	P33986	MEGAHIT-MetaBAT2-S975.132_contig_1872231_46		rank: C;preprotein translocase subunit SecA [EC:7.4.2.8] (db=kegg)	K03070
988	P33993	MEGAHIT-MetaBAT2-S975.132_contig_1872231_7		rank: C;multiple sugar transport system substrate-binding protein (db=kegg)	K02027
989	P34001	MEGAHIT-MetaBAT2-S975.132_contig_1872232_2		rank: C;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245] (db=kegg)	K00194
990	P34008	MEGAHIT-MetaBAT2-S975.132_contig_1872232_7		rank: C;methenyltetrahydrofolate cyclohydrolase [EC:3.5.4.9] (db=kegg)	K01500
991	P34030	MEGAHIT-MetaBAT2-S975.132_contig_1872238_76		rank: D;Glycoside hydrolase 120, insertion domain [PF21258.2] (db=pfam)	NA
992	P34051	MEGAHIT-MetaBAT2-S975.132_contig_1872249_27		rank: D;Aminopeptidase I zinc metalloprotease (M18) [PF02127.20] (db=pfam)	NA
993	P34078	MEGAHIT-MetaBAT2-S975.132_contig_1872252_14		rank: C;threonine dehydratase [EC:4.3.1.19] (db=kegg)	K01754
994	P34120	MEGAHIT-MetaBAT2-S975.132_contig_1872264_7		rank: D;FGGY family of carbohydrate kinases, N-terminal domain [PF00370.26] (db=pfam)	NA
995	P34143	MEGAHIT-MetaBAT2-S975.132_contig_1872272_44		rank: D;Alpha amylase, catalytic domain [PF00128.29] (db=pfam)	NA
996	P34151	MEGAHIT-MetaBAT2-S975.132_contig_1872272_9		rank: C;large subunit ribosomal protein L31 (db=kegg)	K02909
997	P34154	MEGAHIT-MetaBAT2-S975.132_contig_1872272_95		rank: C;carbamoyl-phosphate synthase large subunit [EC:6.3.5.5] (db=kegg)	K01955
998	P34156	MEGAHIT-MetaBAT2-S975.132_contig_1872274_12		rank: D;4Fe-4S dicluster domain [PF13247.11];4Fe-4S dicluster domain [PF14697.11];4Fe-4S dicluster domain [PF12838.12];4Fe-4S dicluster domain [PF13237.11];4Fe-4S dicluster domain [PF13187.11];4Fe-4S dicluster domain [PF13183.11];4Fe-4S dicluster domain [PF13534.11];4Fe-4S double cluster binding domain [PF13484.11];NADH-quinone oxidoreductase subunit 3, ferredoxin-like domain [PF22117.1];Furin-like cysteine rich region [PF00757.25];4Fe-4S binding domain [PF12837.12];4Fe-4S binding domain [PF00037.32] (db=pfam)	NA
999	P34164	MEGAHIT-MetaBAT2-S975.132_contig_1872278_22		rank: C;molecular chaperone DnaK (db=kegg)	K04043
1000	P34171	MEGAHIT-MetaBAT2-S975.132_contig_1872280_67		rank: C;glutamate synthase (NADPH) small chain [EC:1.4.1.13] (db=kegg)	K00266
1001	P34179	MEGAHIT-MetaBAT2-S975.132_contig_1872280_99		rank: C;elongation factor G (db=kegg)	K02355
1002	P34185	MEGAHIT-MetaBAT2-S975.132_contig_1872281_8		rank: C;V/A-type H+/Na+-transporting ATPase subunit C (db=kegg)	K02119
1003	P34218	MEGAHIT-MetaBAT2-S975.14_contig_3657762_15		rank: C;small subunit ribosomal protein S1 (db=kegg)	K02945
1004	P34295	MEGAHIT-MetaBAT2-S976.157_contig_1828843_1	MEGAHIT-MetaBAT2-S976.157_contig_1829085_1	rank: C;glycoside/pentoside/hexuronide:cation symporter, GPH family (db=kegg)	K03292
1005	P34320	MEGAHIT-MetaBAT2-S976.157_contig_1829100_2		rank: C;F-type H+-transporting ATPase subunit c (db=kegg)	K02110
1006	P34334	MEGAHIT-MetaBAT2-S976.24_contig_3668473_14		rank: E	NA
1007	P34346	MEGAHIT-MetaBAT2-S976.24_contig_3668529_4		rank: C;large subunit ribosomal protein L6 (db=kegg)	K02933
1008	P34440	MEGAHIT-MetaBAT2-S976.28_contig_4500878_1		rank: D;Hsp70 protein [PF00012.25];MreB/Mbl protein [PF06723.18];Cell division protein FtsA [PF14450.11] (db=pfam)	NA
1009	P34659	MEGAHIT-MetaBAT2-S976.28_contig_4500958_5		rank: C;type IV pilus assembly protein PilC (db=kegg)	K02653
1010	P34676	MEGAHIT-MetaBAT2-S976.28_contig_4500970_6		rank: E	NA
1011	P34857	MEGAHIT-MetaBAT2-S976.28_contig_4501068_3		rank: C;acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1] (db=kegg)	K04072
1012	P34972	MEGAHIT-MetaBAT2-S978.150_contig_345407_8		rank: D;Procyclic acidic repetitive protein (PARP) [PF05887.16] (db=pfam)	NA
1013	P35057	MEGAHIT-MetaBAT2-S978.150_contig_345489_20		rank: D;Pyruvate flavodoxin/ferredoxin oxidoreductase, thiamine diP-bdg [PF01855.24] (db=pfam)	NA
1014	P35071	MEGAHIT-MetaBAT2-S978.150_contig_345496_4		rank: C;D-amino peptidase [EC:3.4.11.-] (db=kegg)	K16203
1015	P35117	MEGAHIT-MetaBAT2-S978.150_contig_345554_19		rank: C;modulator of FtsH protease HflK (db=kegg)	K04088
1016	P35128	MEGAHIT-MetaBAT2-S978.150_contig_345561_8		rank: C;polyribonucleotide nucleotidyltransferase [EC:2.7.7.8] (db=kegg)	K00962
1017	P35163	MEGAHIT-MetaBAT2-S978.92_contig_4052656_4		rank: C;2-aminoadipate transaminase [EC:2.6.1.-] (db=kegg)	K05825
1018	P35197	MEGAHIT-MetaBAT2-S979.51_contig_4518092_6		rank: C;acetate kinase [EC:2.7.2.1] (db=kegg)	K00925
1019	P35232	MEGAHIT-MetaBAT2-S979.62_contig_5177256_24		rank: C;cell division protein FtsZ (db=kegg)	K03531
1020	P35325	MEGAHIT-MetaBAT2-S979.94_contig_4634300_1		rank: D;Aldehyde dehydrogenase family [PF00171.27] (db=pfam)	NA
1021	P35341	MEGAHIT-MetaBAT2-S979.94_contig_4634325_41		rank: C;alanyl-tRNA synthetase [EC:6.1.1.7] (db=kegg)	K01872
1022	P35350	MEGAHIT-MetaBAT2-S979.94_contig_4634333_8		rank: D;Iron-sulfur cluster binding domain of dihydroorotate dehydrogenase B [PF10418.14];Oxidoreductase NAD-binding domain [PF00175.26];Oxidoreductase FAD-binding domain [PF00970.29] (db=pfam)	NA
1023	P35399	MEGAHIT-MetaBAT2-S979.94_contig_4634376_31		rank: C;F-type H+-transporting ATPase subunit delta (db=kegg)	K02113
1024	P35404	MEGAHIT-MetaBAT2-S979.94_contig_4634382_39		rank: C;repressor LexA [EC:3.4.21.88] (db=kegg)	K01356
1025	P35410	MEGAHIT-MetaBAT2-S979.94_contig_4634398_8		rank: C;elongation factor G (db=kegg)	K02355
1026	P35457	MEGAHIT-MetaBAT2-S980.126_contig_5316289_13		rank: C;uncharacterized protein (db=kegg)	K07080
1027	P35480	MEGAHIT-MetaBAT2-S980.38_contig_100528_5		rank: E	NA
1028	P35495	MEGAHIT-MetaBAT2-S980.38_contig_100578_1		rank: C;basic membrane protein A and related proteins (db=kegg)	K07335
1029	P35648	MEGAHIT-MetaBAT2-S981.125_contig_5192604_8		rank: D;Dockerin type I domain [PF00404.23] (db=pfam)	NA
1030	P35765	MEGAHIT-MetaBAT2-S981.125_contig_5192663_7		rank: C;small subunit ribosomal protein S2 (db=kegg)	K02967
1031	P35778	MEGAHIT-MetaBAT2-S981.125_contig_5192675_13		rank: C;biopolymer transport protein ExbD (db=kegg)	K03559
1032	P35848	MEGAHIT-MetaBAT2-S981.154_contig_1630147_1		rank: C;cysteinyl-tRNA synthetase [EC:6.1.1.16] (db=kegg)	K01883
1033	P35907	MEGAHIT-MetaBAT2-S981.154_contig_1630220_6		rank: C;mannan endo-1,4-beta-mannosidase [EC:3.2.1.78] (db=kegg)	K01218
1034	P35976	MEGAHIT-MetaBAT2-S981.154_contig_1630337_6		rank: D;Alpha amylase, catalytic domain [PF00128.29];Maltogenic Amylase, C-terminal domain [PF16657.10] (db=pfam)	NA
1035	P36034	MEGAHIT-MetaBAT2-S981.154_contig_1630417_4		rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)	K21572
1036	P36193	MEGAHIT-MetaBAT2-S983.160_contig_1010636_5		rank: C;large subunit ribosomal protein L18 (db=kegg)	K02881
1037	P36202	MEGAHIT-MetaBAT2-S983.160_contig_1010654_4		rank: C;cellobiose phosphorylase [EC:2.4.1.20] (db=kegg)	K00702
1038	P36242	MEGAHIT-MetaBAT2-S983.160_contig_1010748_6		rank: C;cell division transport system ATP-binding protein (db=kegg)	K09812
1039	P36262	MEGAHIT-MetaBAT2-S983.160_contig_1010798_3		rank: C;spoIIIJ-associated protein (db=kegg)	K06346
1040	P36265	MEGAHIT-MetaBAT2-S983.160_contig_1010823_3		rank: D;Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.27];Pyridine nucleotide-disulphide oxidoreductase [PF00070.32];Nitrite/Sulfite reductase ferredoxin-like half domain [PF03460.22];Pyridine nucleotide-disulphide oxidoreductase [PF13738.11] (db=pfam)	NA
1041	P36283	MEGAHIT-MetaBAT2-S983.160_contig_1010864_9		rank: D;Asp23 family, cell envelope-related function [PF03780.18] (db=pfam)	NA
1042	P36336	MEGAHIT-MetaBAT2-S983.173_contig_59653_1		rank: D;Enoyl-CoA hydratase/isomerase [PF00378.25];Enoyl-CoA hydratase/isomerase [PF16113.10] (db=pfam)	NA
1043	P36342	MEGAHIT-MetaBAT2-S983.173_contig_59661_1		rank: C;large subunit ribosomal protein L21 (db=kegg)	K02888
1044	P36349	MEGAHIT-MetaBAT2-S983.173_contig_59678_5		rank: C;N-acetylglucosamine-6-phosphate deacetylase [EC:3.5.1.25] (db=kegg)	K01443
1045	P36357	MEGAHIT-MetaBAT2-S983.173_contig_59728_3		rank: C;small subunit ribosomal protein S6 (db=kegg)	K02990
1046	P36385	MEGAHIT-MetaBAT2-S983.173_contig_59859_6		rank: C;N-acetylneuraminate lyase [EC:4.1.3.3] (db=kegg)	K01639
1047	P36419	MEGAHIT-MetaBAT2-S983.18_contig_3492589_6		rank: C;glycine hydroxymethyltransferase [EC:2.1.2.1] (db=kegg)	K00600
1048	P36461	MEGAHIT-MetaBAT2-S983.33_contig_5576707_1		rank: C;two-component system, response regulator, stage 0 sporulation protein A (db=kegg)	K07699
1049	P36509	MEGAHIT-MetaBAT2-S983.51_contig_6227230_37		rank: C;DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6] (db=kegg)	K03040
1050	P36656	MEGAHIT-MetaBAT2-S983.51_contig_6227307_7		rank: C;3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85] (db=kegg)	K03078
1051	P36659	MEGAHIT-MetaBAT2-S983.51_contig_6227308_37		rank: C;acetate kinase [EC:2.7.2.1] (db=kegg)	K00925
1052	P36681	MEGAHIT-MetaBAT2-S983.51_contig_6227317_15		rank: C;cell division protein FtsZ (db=kegg)	K03531
1053	P36760	MEGAHIT-MetaBAT2-S984.21_contig_1685716_3		rank: C;2-dehydro-3-deoxygluconokinase [EC:2.7.1.45] (db=kegg)	K00874
1054	P36867	MEGAHIT-MetaBAT2-S985.24_contig_3740382_6		rank: C;large subunit ribosomal protein L17 (db=kegg)	K02879
1055	P36915	MEGAHIT-MetaBAT2-S985.24_contig_3740546_1		rank: C;glutamine synthetase [EC:6.3.1.2] (db=kegg)	K01915
1056	P36951	MEGAHIT-MetaBAT2-S985.50_contig_2308581_5		rank: C;small subunit ribosomal protein S6 (db=kegg)	K02990
1057	P37012	MEGAHIT-MetaBAT2-S985.50_contig_2308663_4		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
1058	P37020	MEGAHIT-MetaBAT2-S985.50_contig_2308666_5		rank: C;iron complex outermembrane recepter protein (db=kegg)	K02014
1059	P37083	MEGAHIT-MetaBAT2-S985.50_contig_2308753_2		rank: D;Fasciclin domain [PF02469.27] (db=pfam)	NA
1060	P37143	MEGAHIT-MetaBAT2-S985.50_contig_2308809_3		rank: D;Glycosyl transferases group 1 [PF00534.25];Glycosyl transferases group 1 [PF13692.11];Family 4 Glycosyltransferase in conflict systems [PF20706.2];Starch synthase catalytic domain [PF08323.16];Glycosyl transferase 4-like domain [PF13579.11];Glycosyltransferase Family 4 [PF13439.11] (db=pfam)	NA
1061	P37223	MEGAHIT-MetaBAT2-S985.50_contig_2308872_23		rank: C;large subunit ribosomal protein L16 (db=kegg)	K02878
1062	P37322	MEGAHIT-MetaBAT2-S986.109_contig_4845808_9		rank: E	NA
1063	P37334	MEGAHIT-MetaBAT2-S986.109_contig_4845840_5		rank: E	NA
1064	P37352	MEGAHIT-MetaBAT2-S986.109_contig_4845943_2		rank: D;Glycosyl hydrolase 109, C-terminal domain [PF21252.2];Oxidoreductase family, NAD-binding Rossmann fold [PF01408.27];Homoserine dehydrogenase, NAD binding domain [PF03447.21] (db=pfam)	NA
1065	P37393	MEGAHIT-MetaBAT2-S986.50_contig_2775521_17		rank: D;SPFH domain-Band 7 family [PF13421.11];Double zinc ribbon [PF12773.12] (db=pfam)	NA
1066	P37421	MEGAHIT-MetaBAT2-S986.50_contig_2775640_3		rank: C;ATP-dependent helicase/nuclease subunit A [EC:5.6.2.4 3.1.-.-] (db=kegg)	K16898
1067	P37488	MEGAHIT-MetaBAT2-S986.76_contig_2124249_8		rank: D;Pyridine nucleotide-disulphide oxidoreductase [PF07992.19];Nitrite and sulphite reductase 4Fe-4S domain [PF01077.27];Pyridine nucleotide-disulphide oxidoreductase, dimerisation domain [PF02852.27];Pyridine nucleotide-disulphide oxidoreductase [PF00070.32];4Fe-4S dicluster domain [PF14697.11];4Fe-4S dicluster domain [PF13237.11];4Fe-4S dicluster domain [PF12838.12];Nitrite/Sulfite reductase ferredoxin-like half domain [PF03460.22];4Fe-4S dicluster domain [PF13187.11];4Fe-4S binding domain [PF12837.12];4Fe-4S dicluster domain [PF13247.11] (db=pfam)	NA
1068	P37517	MEGAHIT-MetaBAT2-S986.76_contig_2124340_4		rank: D;Binding-protein-dependent transport system inner membrane component [PF00528.27] (db=pfam)	NA
1069	P37557	MEGAHIT-MetaBAT2-S986.76_contig_2124460_3		rank: C;formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10] (db=kegg)	K05299
1070	P37566	MEGAHIT-MetaBAT2-S986.76_contig_2124469_5		rank: C;large subunit ribosomal protein L17 (db=kegg)	K02879
1071	P37601	MEGAHIT-MetaBAT2-S986.81_contig_6642161_1		rank: D;Glyceraldehyde 3-phosphate dehydrogenase, NAD binding domain [PF00044.29] (db=pfam)	NA
1072	P37620	MEGAHIT-MetaBAT2-S986.81_contig_6642368_4		rank: C;glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit delta (db=kegg)	K23352
1073	P37634	MEGAHIT-MetaBAT2-S986.81_contig_6642526_1		rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)	K03046
1074	P37652	MEGAHIT-MetaBAT2-S987.11_contig_5769920_3		rank: E	NA
1075	P37662	MEGAHIT-MetaBAT2-S987.11_contig_5770062_2		rank: E	NA
1076	P37666	MEGAHIT-MetaBAT2-S987.11_contig_5770102_7		rank: C;electron transfer flavoprotein beta subunit (db=kegg)	K03521
1077	P37690	MEGAHIT-MetaBAT2-S987.67_contig_6241563_3		rank: C;molecular chaperone DnaK (db=kegg)	K04043
1078	P37711	MEGAHIT-MetaBAT2-S988.167_contig_4499220_78		rank: C;oligopeptide transport system substrate-binding protein (db=kegg)	K15580
1079	P37733	MEGAHIT-MetaBAT2-S988.179_contig_98862_10		rank: C;large subunit ribosomal protein L19 (db=kegg)	K02884
1080	P37753	MEGAHIT-MetaBAT2-S988.179_contig_98914_3		rank: C;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49] (db=kegg)	K01610
1081	P37926	MEGAHIT-MetaBAT2-S990.131_contig_6877020_27		rank: C;triosephosphate isomerase (TIM) [EC:5.3.1.1] (db=kegg)	K01803
1082	P38008	MEGAHIT-MetaBAT2-S990.131_contig_6877137_2		rank: C;small subunit ribosomal protein S3 (db=kegg)	K02982
1083	P38016	MEGAHIT-MetaBAT2-S990.131_contig_6877140_15		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
1084	P38070	MEGAHIT-MetaBAT2-S990.160_contig_1970071_17		rank: E	NA
1085	P38128	MEGAHIT-MetaBAT2-S990.184_contig_3096957_4		rank: C;flagellin (db=kegg)	K02406
1086	P38160	MEGAHIT-MetaBAT2-S992.171_contig_6791446_5		rank: E	NA
1087	P38203	MEGAHIT-MetaBAT2-S992.171_contig_6791539_3		rank: C;Na+-transporting NADH:ubiquinone oxidoreductase subunit A [EC:7.2.1.1] (db=kegg)	K00346
1088	P38234	MEGAHIT-MetaBAT2-S992.171_contig_6791585_12		rank: C;zinc protease [EC:3.4.24.-] (db=kegg)	K07263
1089	P38252	MEGAHIT-MetaBAT2-S992.171_contig_6791627_3		rank: C;TonB-dependent starch-binding outer membrane protein SusC (db=kegg)	K21573
1090	P38262	MEGAHIT-MetaBAT2-S992.171_contig_6791651_5		rank: D;Peptidase family M3 [PF01432.25];Neurolysin/Thimet oligopeptidase, N-terminal domain [PF19310.4] (db=pfam)	NA
1091	P38273	MEGAHIT-MetaBAT2-S992.171_contig_6791705_4		rank: C;succinate dehydrogenase iron-sulfur subunit [EC:1.3.5.1] (db=kegg)	K00240
1092	P38306	MEGAHIT-MetaBAT2-S993.109_contig_3807139_2		rank: C;twitching motility protein PilT (db=kegg)	K02669
1093	P38383	MEGAHIT-MetaBAT2-S993.109_contig_3807242_18		rank: C;cellobiose transport system substrate-binding protein (db=kegg)	K10240
1094	P38470	MEGAHIT-MetaBAT2-S993.160_contig_3109615_3		rank: C;acetyl-CoA decarbonylase/synthase, CODH/ACS complex subunit delta [EC:2.1.1.245] (db=kegg)	K00194
1095	P38594	MEGAHIT-MetaBAT2-S993.96_contig_3638033_8		rank: C;arabinogalactan oligomer / maltooligosaccharide transport system substrate-binding protein (db=kegg)	K15770
1096	P38595	MEGAHIT-MetaBAT2-S993.96_contig_3638036_15		rank: C;flagellar hook protein FlgE (db=kegg)	K02390
1097	P38598	MEGAHIT-MetaBAT2-S993.96_contig_3638039_2		rank: E	NA
1098	P38607	MEGAHIT-MetaBAT2-S993.96_contig_3638073_1		rank: C;twitching motility protein PilT (db=kegg)	K02669
1099	P38615	MEGAHIT-MetaBAT2-S993.96_contig_3638077_13		rank: D;Mitochondrial biogenesis AIM24 [PF01987.22] (db=pfam)	NA
1100	P38697	MEGAHIT-MetaBAT2-S993.96_contig_3638218_5		rank: C;protein tyrosine kinase modulator (db=kegg)	K19420
1101	P38717	MEGAHIT-MetaBAT2-S993.96_contig_3638291_3		rank: E	NA
1102	P38736	group10_bins.149_contig_6234281_4		rank: D;Protein export membrane protein [PF02355.21];SecDF, P1 head subdomain [PF22599.1];Protein translocase subunit SecDF, P1 domain, N-terminal [PF21760.2] (db=pfam)	NA
1103	P38765	group10_bins.221_contig_2782044_25		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
1104	P38840	group10_bins.399_contig_660967_18		rank: C;2-oxoisovalerate dehydrogenase E1 component [EC:1.2.4.4] (db=kegg)	K11381
1105	P38896	group10_bins.56_contig_5599007_5		rank: C;elongation factor G (db=kegg)	K02355
1106	P38919	group10_bins.56_contig_5599054_3		rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)	K00134
