"Protein"	"mean_control"	"mean_stress"	"log2Fold_change"	"p_value"	"SCORE_neg_log10_p"	"Protein"	"Indistinguishable.Proteins"	"Description"
"450"	"P22885"	6.14183162962633	8.06871489135224	1.92688326172591	0.0139485712083217	1.85547027612667	"MEGAHIT-MetaBAT2-S950.5_contig_1514595_9"	""	"rank: C;23S rRNA 5-hydroxycytidine C2501 synthase (db=kegg)"
"451"	"P22886"	5.84508964666957	7.27155005643086	1.42646040976129	0.0376651351822254	1.42406046952201	"MEGAHIT-MetaBAT2-S950.5_contig_1514596_1"	""	"rank: D;Bacterial Alpha-2-macroglobulin MG10 domain [PF17973.6];Alpha-2-macroglobulin family [PF00207.27] (db=pfam)"
"452"	"P22905"	8.4857722982199	11.0989246254333	2.61315232721337	0.0315479076360267	1.50102943934413	"MEGAHIT-MetaBAT2-S950.5_contig_1514597_23"	""	"rank: D;Periplasmic binding protein domain [PF13407.11];Bacterial regulatory proteins, lacI family [PF00356.26] (db=pfam)"
"453"	"P22910"	5.82166515218274	7.11113664012666	1.28947148794392	0.025271869513655	1.59736262949155	"MEGAHIT-MetaBAT2-S950.5_contig_1514597_7"	""	"rank: C;DNA repair protein RecN (Recombination protein N) (db=kegg)"
"454"	"P22949"	13.9709037445541	15.7249386414654	1.75403489691134	0.0319218095854083	1.49591249731249	"MEGAHIT-MetaBAT2-S950.5_contig_1514619_8"	""	"rank: C;long-chain acyl-CoA synthetase [EC:6.2.1.3] (db=kegg)"
"455"	"P22954"	5.63093573941174	7.22170371433014	1.5907679749184	0.0154781422175333	1.81028116723788	"MEGAHIT-MetaBAT2-S950.5_contig_1514623_3"	""	"rank: D;Cation transporting ATPase, C-terminus [PF00689.26];haloacid dehalogenase-like hydrolase [PF00702.31] (db=pfam)"
"456"	"P22964"	15.2073747146226	17.1294757251082	1.92210101048559	0.0187773156530191	1.72636649302873	"MEGAHIT-MetaBAT2-S950.5_contig_1514629_1"	""	"rank: D;ATP synthase alpha/beta family, beta-barrel domain [PF02874.28];ATP synthase alpha/beta family, nucleotide-binding domain [PF00006.30] (db=pfam)"
"457"	"P22983"	6.07598360826882	7.58583886676199	1.50985525849317	0.0294451270911961	1.53098656683638	"MEGAHIT-MetaBAT2-S950.5_contig_1514645_15"	""	"rank: D;Domain of unknown function (DUF6048) [PF19515.4] (db=pfam)"
"458"	"P23016"	6.92709781305522	9.05227910408483	2.1251812910296	0.0292440240592067	1.53396286747123	"MEGAHIT-MetaBAT2-S950.5_contig_1514659_31"	""	"rank: E"
"459"	"P23017"	16.2630677855696	17.6417884497807	1.37872066421108	0.0497458032413766	1.30324355222463	"MEGAHIT-MetaBAT2-S950.5_contig_1514659_32"	""	"rank: D;Outer membrane protein transport protein (OMPP1/FadL/TodX) [PF03349.21];Uncharacterised protein family (UPF0164) [PF03687.18] (db=pfam)"
"460"	"P23023"	10.6534859279401	13.2485338331178	2.59504790517765	0.0285798140613014	1.54394060103187	"MEGAHIT-MetaBAT2-S950.5_contig_1514659_9"	""	"rank: D;Protein of unknown function (DUF1015) [PF06245.16] (db=pfam)"
"461"	"P23056"	6.14581343368796	7.90066069375816	1.7548472600702	0.0229280559768324	1.63963276665365	"MEGAHIT-MetaBAT2-S950.5_contig_1514671_9"	""	"rank: E"
"462"	"P23060"	8.40178954543494	10.9669335508593	2.56514400542439	0.034258719936146	1.46522886831313	"MEGAHIT-MetaBAT2-S950.5_contig_1514673_4"	""	"rank: D;Bacterial DNA-binding protein [PF00216.26] (db=pfam)"
"463"	"P23065"	15.4374251300215	16.9601013907071	1.52267626068561	0.0260721908369756	1.58382247368659	"MEGAHIT-MetaBAT2-S950.5_contig_1514673_9"	""	"rank: C;glutamine---fructose-6-phosphate transaminase (isomerizing) [EC:2.6.1.16] (db=kegg)"
"464"	"P23108"	15.4539034123049	16.8552019513886	1.40129853908378	0.0449676381119982	1.3470999227915	"MEGAHIT-MetaBAT2-S950.5_contig_1514697_11"	""	"rank: C;tyrosine-protein kinase Etk/Wzc [EC:2.7.10.3] (db=kegg)"
"465"	"P23122"	14.2513594763056	15.9553932088235	1.7040337325179	0.0451184584029228	1.34564574764487	"MEGAHIT-MetaBAT2-S950.5_contig_1514698_2"	""	"rank: C;tagaturonate reductase [EC:1.1.1.58] (db=kegg)"
"466"	"P23135"	16.7458325581672	18.3109171637173	1.56508460555015	0.0412460023555128	1.38461813775829	"MEGAHIT-MetaBAT2-S950.5_contig_1514708_14"	""	"rank: C;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100] (db=kegg)"
"467"	"P23148"	13.753808989957	15.5449849917165	1.79117600175941	0.0412379666440127	1.38470275699318	"MEGAHIT-MetaBAT2-S950.5_contig_1514710_3"	""	"rank: D;Domain of unknown function (DUF5020) [PF16412.10] (db=pfam)"
"468"	"P23161"	6.68373711820985	8.49692746759574	1.81319034938589	0.0427616095759052	1.36894595601757	"MEGAHIT-MetaBAT2-S950.5_contig_1514718_12"	""	"rank: C;S-adenosylmethionine synthetase [EC:2.5.1.6] (db=kegg)"
"469"	"P23197"	12.756559366238	15.3504984581054	2.59393909186736	0.0106954889129024	1.97079935814037	"MEGAHIT-MetaBAT2-S950.5_contig_1514731_2"	""	"rank: C;xanthine phosphoribosyltransferase [EC:2.4.2.22] (db=kegg)"
"470"	"P23207"	7.48851380191775	9.86791445206807	2.37940065015032	0.0367812311406448	1.4343737381583	"MEGAHIT-MetaBAT2-S950.5_contig_1514736_4"	""	"rank: C;beta-galactosidase [EC:3.2.1.23] (db=kegg)"
"471"	"P23219"	9.51324435867367	12.0423588307671	2.52911447209339	0.0244585750513592	1.61156884841822	"MEGAHIT-MetaBAT2-S950.5_contig_1514740_14"	""	"rank: C;carboxynorspermidine decarboxylase [EC:4.1.1.96] (db=kegg)"
"472"	"P23239"	14.1216560094142	15.7551592793958	1.6335032699816	0.0257181164505106	1.58976084154501	"MEGAHIT-MetaBAT2-S950.5_contig_1514744_4"	""	"rank: C;ParB family transcriptional regulator, chromosome partitioning protein (db=kegg)"
"473"	"P23246"	13.1191656857263	15.5271317958643	2.40796611013804	0.023475784276592	1.62937988995401	"MEGAHIT-MetaBAT2-S950.5_contig_1514747_6"	""	"rank: C;beta-galactosidase [EC:3.2.1.23] (db=kegg)"
"474"	"P23247"	16.1739184586959	17.4042999991055	1.23038154040962	0.0427631457191159	1.36893035495522	"MEGAHIT-MetaBAT2-S950.5_contig_1514747_7"	""	"rank: D;Alpha-L-arabinofuranosidase 1 domain [PF22848.1];Carbohydrate binding domain [PF02018.22] (db=pfam)"
"475"	"P23264"	14.1745848160791	15.5293594886517	1.35477467257254	0.0207784855275783	1.682386109858	"MEGAHIT-MetaBAT2-S950.5_contig_1514751_18"	""	"rank: C;mannan endo-1,4-beta-mannosidase [EC:3.2.1.78] (db=kegg)"
"476"	"P23326"	6.72581452876767	9.41651645506853	2.69070192630086	0.00506912994805668	2.29506657541685	"MEGAHIT-MetaBAT2-S950.5_contig_1514761_40"	""	"rank: C;phosphate starvation-inducible protein PhoH and related proteins (db=kegg)"
"477"	"P23341"	14.5336089828385	16.4148821331487	1.8812731503102	0.0296396777052989	1.5281265230804	"MEGAHIT-MetaBAT2-S950.5_contig_1514768_18"	""	"rank: C;bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3] (db=kegg)"
"478"	"P23387"	6.38777312258156	7.84679632534615	1.4590232027646	0.0480468999149719	1.31833462866671	"MEGAHIT-MetaBAT2-S950.5_contig_1514779_17"	""	"rank: D;tRNA methyl transferase HUP domain [PF03054.21];tRNA methyl transferase PRC-barrel domain [PF20259.3];Aminomethyltransferase beta-barrel domain [PF20258.3];Asparagine synthase [PF00733.26];Queuosine biosynthesis protein QueC [PF06508.18];PP-loop family [PF01171.25] (db=pfam)"
"479"	"P23403"	14.5312249718321	16.3788892811742	1.84766430934209	0.0219220182737355	1.65911946456741	"MEGAHIT-MetaBAT2-S950.5_contig_1514779_6"	""	"rank: D;OPT oligopeptide transporter protein [PF03169.20] (db=pfam)"
"480"	"P23433"	13.1154621593042	15.298717244103	2.1832550847988	0.0225540081563787	1.64677626684528	"MEGAHIT-MetaBAT2-S950.5_contig_1514792_1"	""	"rank: E"
"481"	"P23440"	14.5305041388819	16.6454186603941	2.11491452151219	0.0167311032575284	1.77647542049254	"MEGAHIT-MetaBAT2-S950.5_contig_1514792_3"	""	"rank: D;Fimbrillin-A associated anchor proteins Mfa1 and Mfa2 [PF08842.15] (db=pfam)"
"482"	"P23443"	13.667302765151	15.8801361007453	2.21283333559425	0.0384916237867695	1.41463376760744	"MEGAHIT-MetaBAT2-S950.5_contig_1514792_6"	""	"rank: D;Protein of unknown function (DUF3575) [PF12099.13];Domain of unknown function (DUF4421) [PF14391.11] (db=pfam)"
"483"	"P23457"	6.06887158366627	7.87727216968638	1.8084005860201	0.0130553628155257	1.88421105439705	"MEGAHIT-MetaBAT2-S950.5_contig_1514805_10"	""	"rank: D;Protein of unknown function (DUF3822) [PF12864.12] (db=pfam)"
"484"	"P23459"	15.965161022161	17.3337063624941	1.36854534033308	0.047879140546827	1.31985365398661	"MEGAHIT-MetaBAT2-S950.5_contig_1514805_5"	""	"rank: C;serine protease Do [EC:3.4.21.107] (db=kegg)"
"485"	"P23489"	9.52739419205069	12.4937751585871	2.96638096653638	0.0119106490513923	1.92406457170297	"MEGAHIT-MetaBAT2-S950.5_contig_1514819_2"	""	"rank: E"
"486"	"P23507"	6.19915347290572	8.35621140802103	2.15705793511531	0.0321111183326135	1.49334456901383	"MEGAHIT-MetaBAT2-S950.5_contig_1514835_2"	""	"rank: D;Phosphorylase superfamily [PF01048.25] (db=pfam)"
"487"	"P2352"	8.05001496966822	10.5273161549499	2.47730118528165	0.0477598814997455	1.3209367594346	"939_SemiBin_87_contig_3125166_5"	""	"rank: D;Oxidoreductase family, C-terminal alpha/beta domain [PF19051.5];Oxidoreductase family, NAD-binding Rossmann fold [PF01408.27];Homoserine dehydrogenase, NAD binding domain [PF03447.21] (db=pfam)"
"488"	"P23533"	12.8759828067105	15.259007567413	2.38302476070251	0.0357052517105255	1.44726790094219	"MEGAHIT-MetaBAT2-S950.5_contig_1514843_11"	""	"rank: D;FKBP-type peptidyl-prolyl cis-trans isomerase [PF00254.33];Domain amino terminal to FKBP-type peptidyl-prolyl isomerase [PF01346.23];Helicobacter pylori protein of unknown function (DUF874) [PF05917.16];CAF1 family ribonuclease [PF04857.25] (db=pfam)"
"489"	"P23560"	15.7749405261177	17.2270003022819	1.45205977616413	0.0465444806053534	1.33213181166991	"MEGAHIT-MetaBAT2-S950.5_contig_1514854_6"	""	"rank: C;GDPmannose 4,6-dehydratase [EC:4.2.1.47] (db=kegg)"
"490"	"P23568"	6.19080423021948	7.92829415162929	1.73748992140981	0.0446100565417607	1.35056722630424	"MEGAHIT-MetaBAT2-S950.5_contig_1514866_3"	""	"rank: C;Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA (db=kegg)"
"491"	"P23575"	15.5988519514893	17.1442647473566	1.54541279586725	0.0295870371053105	1.52889852362752	"MEGAHIT-MetaBAT2-S950.5_contig_1514869_1"	""	"rank: D;pfkB family carbohydrate kinase [PF00294.29] (db=pfam)"
"492"	"P23592"	11.2515419009576	8.96804077763659	-2.28350112332096	0.0422063897200628	1.3746217952446	"MEGAHIT-MetaBAT2-S950.5_contig_1514874_16"	"MEGAHIT-MetaBAT2-S951.173_contig_4789228_4"	"rank: D;Anaphase-promoting complex, cyclosome, subunit 3 [PF12895.12];Tetratricopeptide repeat [PF13371.11];Tetratricopeptide repeat [PF13429.11];TPR repeat [PF13414.11];Tetratricopeptide repeat [PF13432.11];ChAPs (Chs5p-Arf1p-binding proteins) [PF09295.15] (db=pfam)"
"493"	"P23598"	11.2713594190103	14.6388321030682	3.36747268405794	0.00286865519767945	2.5423216492947	"MEGAHIT-MetaBAT2-S950.5_contig_1514874_26"	""	"rank: C;phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20] (db=kegg)"
"494"	"P23647"	14.9261782010175	16.4170160622432	1.49083786122578	0.033769351780138	1.47147727578778	"MEGAHIT-MetaBAT2-S950.5_contig_1514888_1"	""	"rank: C;YidC/Oxa1 family membrane protein insertase (db=kegg)"
"495"	"P23726"	10.5732986714287	13.2820640793403	2.70876540791159	0.0423938879697851	1.37269675218872	"MEGAHIT-MetaBAT2-S951.163_contig_4275137_3"	""	"rank: D;OmpA family [PF00691.25] (db=pfam)"
"496"	"P23731"	13.0364712852372	15.551531437728	2.51506015249084	0.0193440697051269	1.71345215152789	"MEGAHIT-MetaBAT2-S951.163_contig_4275142_13"	""	"rank: D;Susd and RagB outer membrane lipoprotein [PF12741.12];Starch-binding associating with outer membrane [PF12771.12] (db=pfam)"
"497"	"P23774"	6.12880020590524	7.36200828420565	1.23320807830041	0.0493475627969664	1.30673429162588	"MEGAHIT-MetaBAT2-S951.163_contig_4275179_11"	""	"rank: C;diphosphate-dependent phosphofructokinase [EC:2.7.1.90] (db=kegg)"
"498"	"P23788"	10.9889894467341	14.0746060650572	3.08561661832307	0.0170619198142393	1.76797210342518	"MEGAHIT-MetaBAT2-S951.163_contig_4275187_4"	""	"rank: E"
"499"	"P23797"	10.6534956143521	13.5759077650241	2.92241215067204	0.0179140882963953	1.7468052895308	"MEGAHIT-MetaBAT2-S951.163_contig_4275193_5"	""	"rank: E"
"500"	"P23810"	16.1733106711069	17.5124603139943	1.33914964288741	0.0346365891669563	1.46046488163457	"MEGAHIT-MetaBAT2-S951.163_contig_4275206_5"	""	"rank: E"
"501"	"P23814"	13.2206335984964	15.770679563814	2.55004596531756	0.0159436395869099	1.79741253161724	"MEGAHIT-MetaBAT2-S951.163_contig_4275211_14"	""	"rank: C;starch-binding outer membrane protein, SusD/RagB family (db=kegg)"
"502"	"P23838"	6.87234792521605	9.05899811514143	2.18665018992537	0.027421290997334	1.56191210243419	"MEGAHIT-MetaBAT2-S951.163_contig_4275239_2"	""	"rank: D;SPOR domain [PF05036.18] (db=pfam)"
"503"	"P23882"	6.36315982151324	7.90933949602489	1.54617967451165	0.0418599385555949	1.37820141347907	"MEGAHIT-MetaBAT2-S951.173_contig_4788989_4"	""	"rank: C;aspartyl-tRNA synthetase [EC:6.1.1.12] (db=kegg)"
"504"	"P23892"	6.68343851691569	9.24090883255354	2.55747031563784	0.0137846972844929	1.8606027666723	"MEGAHIT-MetaBAT2-S951.173_contig_4788998_10"	""	"rank: C;rubrerythrin (db=kegg)"
"505"	"P23897"	5.8348085149685	7.05349353682507	1.21868502185657	0.0447181465446275	1.34951620516908	"MEGAHIT-MetaBAT2-S951.173_contig_4788999_9"	""	"rank: E"
"506"	"P23927"	6.96126964580853	5.93146398178882	-1.02980566401971	0.0490137329990604	1.30968221935733	"MEGAHIT-MetaBAT2-S951.173_contig_4789014_3"	""	"rank: D;ABC-2 family transporter protein [PF12698.12] (db=pfam)"
"507"	"P23947"	6.00227355117642	7.37214620369399	1.36987265251756	0.0264723246448833	1.57720791982007	"MEGAHIT-MetaBAT2-S951.173_contig_4789026_5"	""	"rank: C;asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4] (db=kegg)"
"508"	"P23967"	7.16318554888052	6.04696332496056	-1.11622222391996	0.0404234114980471	1.39336703737549	"MEGAHIT-MetaBAT2-S951.173_contig_4789032_2"	""	"rank: C;large subunit ribosomal protein L9 (db=kegg)"
"509"	"P23970"	13.9612000919023	15.9132795739984	1.95207948209604	0.0368627850040576	1.43341185668603	"MEGAHIT-MetaBAT2-S951.173_contig_4789033_10"	""	"rank: C;long-chain fatty acid transport protein (db=kegg)"
"510"	"P24025"	6.24677201187011	7.77677415551392	1.53000214364381	0.0375053913852841	1.4259062981235	"MEGAHIT-MetaBAT2-S951.173_contig_4789068_9"	""	"rank: D;AMP-binding enzyme [PF00501.33] (db=pfam)"
"511"	"P24030"	5.98689446540652	7.58756075353843	1.6006662881319	0.0263151639212165	1.57979392035094	"MEGAHIT-MetaBAT2-S951.173_contig_4789070_8"	""	"rank: C;uncharacterized protein (db=kegg)"
"512"	"P24089"	13.8865105208382	16.0323857603402	2.14587523950203	0.00783211617278904	2.106120879322	"MEGAHIT-MetaBAT2-S951.173_contig_4789118_3"	""	"rank: C;Fe-S cluster assembly ATP-binding protein (db=kegg)"
"513"	"P24095"	8.8624810960172	12.1111127666892	3.24863167067198	0.0076147968386998	2.11834167906577	"MEGAHIT-MetaBAT2-S951.173_contig_4789124_1"	""	"rank: D;ABC transporter [PF00005.32];AAA domain, putative AbiEii toxin, Type IV TA system [PF13304.11] (db=pfam)"
"514"	"P24097"	12.3127971312139	14.7271267838957	2.41432965268175	0.0399431028043683	1.39855820189707	"MEGAHIT-MetaBAT2-S951.173_contig_4789125_2"	""	"rank: D;Outer membrane efflux protein [PF02321.23] (db=pfam)"
"515"	"P24100"	7.08828325156988	5.88463513867503	-1.20364811289484	0.0453811984520935	1.34312403920784	"MEGAHIT-MetaBAT2-S951.173_contig_4789128_10"	""	"rank: C;peptidyl-dipeptidase Dcp [EC:3.4.15.5] (db=kegg)"
"516"	"P24151"	15.3868378219239	16.6701139252761	1.28327610335228	0.0460375135253963	1.3368881405453	"MEGAHIT-MetaBAT2-S951.173_contig_4789169_15"	""	"rank: C;threonyl-tRNA synthetase [EC:6.1.1.3] (db=kegg)"
"517"	"P2419"	7.2011765004415	5.96111052784835	-1.24006597259315	0.0224833829516981	1.64813834227031	"940_SemiBin_253_contig_347919_11"	""	"rank: E"
"518"	"P24226"	6.58123326414612	8.97065013969552	2.3894168755494	0.00801274931978728	2.09621844402248	"MEGAHIT-MetaBAT2-S951.173_contig_4789226_15"	""	"rank: C;MFS transporter, FHS family, L-fucose permease (db=kegg)"
"519"	"P2423"	8.78708982660019	6.71841748006593	-2.06867234653426	0.0264724091097826	1.57720653412456	"940_SemiBin_253_contig_347921_6"	""	"rank: C;6-pyruvoyltetrahydropterin/6-carboxytetrahydropterin synthase [EC:4.2.3.12 4.1.2.50] (db=kegg)"
"520"	"P24262"	6.99819138067157	5.78023292309482	-1.21795845757675	0.0275385442810019	1.56005902077617	"MEGAHIT-MetaBAT2-S951.45_contig_1551485_50"	""	"rank: C;glutaconyl-CoA/methylmalonyl-CoA decarboxylase subunit delta (db=kegg)"
"521"	"P24349"	14.6569343442673	16.4684584058564	1.81152406158913	0.00831896020241681	2.07993095334548	"MEGAHIT-MetaBAT2-S951.93_contig_3950461_3"	""	"rank: C;chaperonin GroEL [EC:5.6.1.7] (db=kegg)"
"522"	"P24366"	6.15567655685896	7.89696592413176	1.74128936727279	0.031143278138708	1.50663567556298	"MEGAHIT-MetaBAT2-S951.93_contig_3950494_10"	""	"rank: C;large subunit ribosomal protein L21 (db=kegg)"
"523"	"P24380"	15.3812669005274	16.7224505194302	1.34118361890283	0.0328153199040965	1.48392335761438	"MEGAHIT-MetaBAT2-S951.93_contig_3950509_16"	""	"rank: C;dissimilatory sulfite reductase beta subunit [EC:1.8.1.22] (db=kegg)"
"524"	"P24389"	7.07908883376407	9.74401489097606	2.66492605721199	0.0089809902642543	2.04667577440281	"MEGAHIT-MetaBAT2-S951.93_contig_3950519_28"	""	"rank: C;molecular chaperone DnaK (db=kegg)"
"525"	"P24459"	7.23228825846361	5.71151625393504	-1.52077200452857	0.0142931010360873	1.84487353630677	"MEGAHIT-MetaBAT2-S952.67_contig_6640579_1"	""	"rank: D;L-fucose isomerase, C-terminal domain [PF02952.22] (db=pfam)"
"526"	"P24467"	13.7352317490883	15.3668802195582	1.63164847046994	0.0205532024891334	1.68712049909214	"MEGAHIT-MetaBAT2-S952.67_contig_6640583_14"	""	"rank: C;DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6] (db=kegg)"
"527"	"P2461"	7.39270603712711	5.6362710922141	-1.75643494491301	0.00655368445088345	2.18351447301455	"940_SemiBin_253_contig_347968_3"	""	"rank: D;Fasciclin domain [PF02469.27] (db=pfam)"
"528"	"P24682"	11.453132806945	14.5059611949068	3.05282838796181	0.00786199816709687	2.10446706176495	"MEGAHIT-MetaBAT2-S953.154_contig_900047_5"	""	"rank: C;putrescine aminotransferase [EC:2.6.1.82] (db=kegg)"
"529"	"P24737"	7.7461879343296	6.18109542815878	-1.56509250617083	0.0407725234240849	1.38963240909624	"MEGAHIT-MetaBAT2-S953.154_contig_900146_2"	""	"rank: C;large subunit ribosomal protein L18 (db=kegg)"
"530"	"P24738"	10.3242480273157	12.8728872676121	2.54863924029638	0.0232493645134971	1.63358891339998	"MEGAHIT-MetaBAT2-S953.154_contig_900146_3"	"group9_bins.80_contig_1191579_11"	"rank: C;small subunit ribosomal protein S5 (db=kegg)"
"531"	"P24753"	7.12367413541852	5.6830764509028	-1.44059768451572	0.0079062120276852	2.10203154298837	"MEGAHIT-MetaBAT2-S953.154_contig_900187_2"	"group9_bins.80_contig_1191550_3"	"rank: E"
"532"	"P24759"	7.65586319745726	6.01766785133355	-1.63819534612371	0.0272411611492506	1.56477438464601	"MEGAHIT-MetaBAT2-S953.154_contig_900208_9"	""	"rank: C;H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit D [EC:7.1.1.11 7.2.1.2] (db=kegg)"
"533"	"P24885"	13.5555568433171	15.3292737829274	1.77371693961036	0.0143364510971411	1.84355834236966	"MEGAHIT-MetaBAT2-S953.28_contig_3746296_27"	""	"rank: C;large subunit ribosomal protein L5 (db=kegg)"
"534"	"P24951"	6.89044256839177	5.66429033177651	-1.22615223661526	0.0300656732879558	1.52192906615842	"MEGAHIT-MetaBAT2-S953.47_contig_3875504_4"	""	"rank: C;glycine C-acetyltransferase [EC:2.3.1.29] (db=kegg)"
"535"	"P24975"	7.2746201916473	5.90691854065282	-1.36770165099448	0.0349657543514821	1.45635709784982	"MEGAHIT-MetaBAT2-S953.47_contig_3875605_2"	""	"rank: C;D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399] (db=kegg)"
"536"	"P25031"	5.87232123652598	7.48948756653397	1.61716633000799	0.0140437537279835	1.85251679495117	"MEGAHIT-MetaBAT2-S954.74_contig_2630189_11"	""	"rank: C;molecular chaperone DnaK (db=kegg)"
"537"	"P25065"	9.66041201666467	12.1165911407549	2.45617912409021	0.0428769042599099	1.36777657852454	"MEGAHIT-MetaBAT2-S954.74_contig_2630343_19"	""	"rank: C;carboxybiotin decarboxylase [EC:7.2.4.1] (db=kegg)"
"538"	"P25080"	6.44855002012775	8.2072601521586	1.75871013203085	0.0300019050416083	1.52285116785399	"MEGAHIT-MetaBAT2-S954.74_contig_2630394_7"	""	"rank: E"
"539"	"P25132"	5.75150502468169	8.09892406270147	2.34741903801978	0.00521653519669516	2.2826178580262	"MEGAHIT-MetaBAT2-S954.88_contig_2519013_10"	""	"rank: C;small subunit ribosomal protein S1 (db=kegg)"
"540"	"P25173"	6.70416372240864	9.08033447153732	2.37617074912868	0.0231310077151871	1.63580544653713	"MEGAHIT-MetaBAT2-S954.88_contig_2519220_5"	""	"rank: C;glyceraldehyde 3-phosphate dehydrogenase (phosphorylating) [EC:1.2.1.12] (db=kegg)"
"541"	"P25273"	6.09379115792068	7.12072778189141	1.02693662397073	0.0452260404502475	1.3446114331668	"MEGAHIT-MetaBAT2-S955.14_contig_6285900_2"	""	"rank: C;DNA-directed RNA polymerase subunit beta [EC:2.7.7.6] (db=kegg)"
"542"	"P25360"	11.8540970170409	14.2816290647704	2.42753204772946	0.0454647262837169	1.34232541919958	"MEGAHIT-MetaBAT2-S955.226_contig_2978269_1"	""	"rank: D;Domain of unknown function (DUF4957) [PF16318.10];Domain of unknown function (DUF5123) [PF17161.9] (db=pfam)"
